RQ,role,comparison,metric,cluster_level,observed_diff,bootstrap_mean,ci_low,ci_high,excludes_zero,n_seed_pairs,p_perm,n_permutations,p_holm,significant_holm
RQ2,primary,qat_int8_vs_best_fp32,QWK,record_eye(DRTiD),-0.006266718758214229,-0.006213996192526563,-0.02927380922120194,0.017486952669018837,False,5,0.4176582341765823,10000.0,0.48535146485351466,False
RQ2,primary,qat_int8_vs_best_fp32,Accuracy,record_eye(DRTiD),0.007272727272727253,0.0073449454545454545,-0.018545454545454552,0.03419090909090898,False,5,,,,
RQ2,primary,qat_int8_vs_best_fp32,MacroF1,record_eye(DRTiD),0.004868796288242538,0.00501384154775406,-0.023128442904538884,0.03323298300827882,False,5,,,,
RQ2,primary,qat_int8_vs_best_fp32,MAE,record_eye(DRTiD),-0.006909090909090887,-0.0069142909090909085,-0.04945454545454544,0.034190909090909,False,5,,,,
RQ2,primary,qat_int8_vs_best_fp32,SevereErrorRate,record_eye(DRTiD),-0.0090909090909091,-0.009088399999999998,-0.029090909090909056,0.010909090909090913,False,5,,,,
RQ2,primary,qat_int8_vs_ptq_int8,QWK,record_eye(DRTiD),0.010136978183496393,0.010062309689663616,-0.017917844220818022,0.0410895715681689,False,5,0.24267573242675733,10000.0,0.48535146485351466,False
RQ2,primary,qat_int8_vs_ptq_int8,Accuracy,record_eye(DRTiD),-0.0007272727272727431,-0.0007387636363636363,-0.028000000000000004,0.027272727272727237,False,5,,,,
RQ2,primary,qat_int8_vs_ptq_int8,MacroF1,record_eye(DRTiD),-0.013376208960042569,-0.013186908544063533,-0.04334008819086291,0.01647695604366932,False,5,,,,
RQ2,primary,qat_int8_vs_ptq_int8,MAE,record_eye(DRTiD),-0.0021818181818181515,-0.0019957818181818177,-0.049090909090909074,0.04036363636363634,False,5,,,,
RQ2,primary,qat_int8_vs_ptq_int8,SevereErrorRate,record_eye(DRTiD),-0.008000000000000012,-0.007896072727272727,-0.027272727272727282,0.010909090909090924,False,5,,,,
RQ2_control,supplementary,qat_int8_vs_fp32_ft_control,QWK,record_eye(DRTiD),-0.01695712194813559,-0.016828903080807003,-0.03778214671395457,0.0049354493697022495,False,5,0.0183981601839816,10000.0,0.0551944805519448,False
RQ2_control,supplementary,qat_int8_vs_fp32_ft_control,Accuracy,record_eye(DRTiD),0.002545454545454551,0.0027167636363636363,-0.023272727272727268,0.02909090909090909,False,5,,,,
RQ2_control,supplementary,qat_int8_vs_fp32_ft_control,MacroF1,record_eye(DRTiD),0.007427217115639184,0.0075955107466479715,-0.0226139417538582,0.036478968102991664,False,5,,,,
RQ2_control,supplementary,qat_int8_vs_fp32_ft_control,MAE,record_eye(DRTiD),0.0061818181818182,0.005975781818181818,-0.03527272727272721,0.04690909090909092,False,5,,,,
RQ2_control,supplementary,qat_int8_vs_fp32_ft_control,SevereErrorRate,record_eye(DRTiD),-0.0010909090909090979,-0.0011699636363636363,-0.019999999999999997,0.018181818181818177,False,5,,,,
RQ2_control,supplementary,qat_int8_vs_ft_ptq_int8,QWK,record_eye(DRTiD),0.012782553498009608,0.012851158245030157,-0.021011450872271374,0.05159107421973737,False,5,0.14508549145085492,10000.0,0.14508549145085492,False
RQ2_control,supplementary,qat_int8_vs_ft_ptq_int8,Accuracy,record_eye(DRTiD),0.019272727272727296,0.01931636363636364,-0.02145454545454546,0.06873636363636355,False,5,,,,
RQ2_control,supplementary,qat_int8_vs_ft_ptq_int8,MacroF1,record_eye(DRTiD),-0.00022782180562294085,-0.00020490606488183364,-0.03480164831210737,0.03520190270281834,False,5,,,,
RQ2_control,supplementary,qat_int8_vs_ft_ptq_int8,MAE,record_eye(DRTiD),-0.025818181818181785,-0.025865854545454543,-0.10690909090909088,0.03781818181818182,False,5,,,,
RQ2_control,supplementary,qat_int8_vs_ft_ptq_int8,SevereErrorRate,record_eye(DRTiD),-0.008000000000000012,-0.00800050909090909,-0.03636363636363635,0.016000000000000004,False,5,,,,
RQ2_control,supplementary,fp32_ft_control_vs_best_fp32,QWK,record_eye(DRTiD),0.010690403189921361,0.010614906888280443,-0.007619838823161743,0.029312075448707405,False,5,0.0397960203979602,10000.0,0.0795920407959204,False
RQ2_control,supplementary,fp32_ft_control_vs_best_fp32,Accuracy,record_eye(DRTiD),0.004727272727272702,0.004628181818181818,-0.026181818181818174,0.03345454545454547,False,5,,,,
RQ2_control,supplementary,fp32_ft_control_vs_best_fp32,MacroF1,record_eye(DRTiD),-0.0025584208273966456,-0.0025816691988939117,-0.03005964460376318,0.023962145598193933,False,5,,,,
RQ2_control,supplementary,fp32_ft_control_vs_best_fp32,MAE,record_eye(DRTiD),-0.013090909090909087,-0.012890072727272727,-0.05928181818181822,0.03527272727272723,False,5,,,,
RQ2_control,supplementary,fp32_ft_control_vs_best_fp32,SevereErrorRate,record_eye(DRTiD),-0.008000000000000002,-0.007918436363636363,-0.026181818181818178,0.009818181818181827,False,5,,,,
